frequency_hz,direct_adc_int16,filtered_adc_int16,direct_rms_uint16,filtered_rms_uint16,direct_rms_float,filtered_rms_float
2400,17180,-23104,16716,16701,16715.7295493917,16700.7969454758
2420,-22005,10938,16689,16682,16689.1291894982,16681.7960681933
2440,3370,13588,16690,16713,16690.1480039001,16713.1173503597
2460,18927,-22860,16715,16692,16714.5500146617,16692.0240398849
2480,-21139,6357,16686,16684,16686.4878644369,16684.0752061984
2500,823,17418,16693,16712,16693.3228759765,16711.7676657984
2520,20462,-21701,16713,16685,16712.6423637851,16684.5705811915
2540,-20035,1569,16685,16688,16684.5050299736,16688.3507909288
2560,-1714,20488,16697,16708,16696.6982480219,16708.2686672989
2580,21735,-19688,16710,16679,16710.2319032969,16679.3623851219
2600,-18717,-3240,16683,16694,16683.0665967993,16693.5078315544
2620,-4227,22694,16699,16703,16699.447040596,16702.5414094583
2640,22750,-16865,16707,16677,16707.1518890898,16676.8637673132
2660,-17182,-7839,16682,16698,16682.4829170257,16697.985312116
2680,-6654,23896,16702,16696,16702.2417724198,16695.8889055198
2700,23490,-13341,16704,16677,16704.0266424237,16677.2221811354
2720,-15434,-12080,16682,16702,16682.3378170372,16701.7549231785
2740,-9009,24038,16704,16689,16704.365810335,16689.1565437369
2760,23931,-9231,16701,16681,16700.514709669,16680.7221494601
2780,-13514,-15796,16683,16704,16682.9522691737,16703.8410887632
2800,-11230,23128,16706,16683,16706.1110486514,16683.217222374
2820,24087,-4698,16697,16686,16696.696158993,16685.7346764569
2840,-11425,-18831,16684,16704,16684.2028477917,16703.9711197424
2860,-13326,21195,16707,16679,16707.1737203418,16679.3699692771
2880,23933,93,16693,16692,16693.1667075871,16692.1718276701
2900,-9180,-21113,16686,16702,16685.8887785554,16702.474832799
2920,-15257,18344,16708,16678,16707.7380110913,16677.7382681296
2940,23481,4953,16690,16699,16689.9793760653,16698.6807408582
2960,-6830,-22554,16688,16700,16688.0542497201,16699.5698466162
2980,-17009,14714,16708,16679,16707.7278843247,16679.0786987549
3000,22759,9641,16687,16704,16687.1326276495,16704.4466528169
3020,-4383,-23118,16690,16696,16690.3436361895,16696.2107814686
3040,-18568,10516,16707,16683,16706.9910888429,16682.7742069621
3060,21750,13977,16685,16709,16684.6455941033,16708.8931038419
3080,-1866,-22769,16693,16693,16693.0269809176,16692.6558157796
3100,-19909,5896,16706,16688,16705.9916585826,16688.0639445615
3120,20452,17727,16683,16711,16682.899047473,16710.9214943676
3140,686,-21541,16695,16690,16695.4932530137,16689.8255423852
3160,-21022,1105,16704,16694,16704.2447378638,16694.4655783446
3180,18942,20735,16682,16711,16681.5454060478,16710.6440460442
3200,3253,-19431,16698,16689,16698.1748626432,16688.506470614
3220,-21914,-3693,16702,16701,16702.210820984,16700.9702387036
3240,17196,22847,16681,16708,16680.7772362551,16708.4538757179
3260,5792,-16545,16700,16689,16700.3923999558,16688.5461980908
3280,-22550,-8271,16700,16706,16700.1144580322,16706.4746552276
3300,15247,23937,16681,16704,16680.9808440168,16704.4511457811
3320,8284,-12951,16703,16690,16702.5279090177,16690.1715811712
3340,-22954,-12458,16698,16711,16697.5868982207,16710.5256030423
3360,13131,23976,16681,16700,16681.4448292719,16699.7705378647
3380,10688,-8807,16704,16693,16704.0295136509,16693.4865628198
3400,-23098,-16100,16695,16713,16695.053006304,16712.5001733636
3420,10870,22962,16683,16695,16682.5765027181,16695.3306530376
3440,12983,-4234,16705,16698,16705.1736650124,16697.8049324751
3460,-23001,-19081,16693,16712,16692.5818239486,16712.1215082977
3480,8480,20940,16684,16692,16684.0889749434,16691.6330349238
3500,15124,563,16706,16702,16705.7566219263,16702.213576338
3520,-22634,-21274,16690,16710,16690.1624749121,16710.0221048589
3540,6014,18017,16686,16689,16685.8198019057,16689.3095593006
3560,17095,5418,16706,16706,16705.6923338797,16706.1790545237
3580,-22039,-22630,16688,16706,16688.0540775363,16705.8317472136
3600,3486,14348,16688,16689,16688.0843579217,16688.5312180278
3620,18850,10072,16705,16709,16705.1826075594,16709.0500548168
3640,-21178,-23109,16686,16701,16686.2921508686,16700.9539582979
3660,940,10086,16690,16689,16690.3175399972,16689.3863578755
3680,20389,14348,16704,16710,16704.134539731,16710.1408754502
3700,-20099,-22680,16685,16696,16684.9372907494,16695.5696852632
3720,-1597,5441,16693,16691,16692.5773332231,16691.0633860468
3740,21692,18044,16703,16709,16702.6914641103,16709.1107609992
3760,-18779,-21343,16684,16690,16683.8764395829,16690.397931573
3780,-4104,644,16695,16694,16694.764202391,16693.7771661112
3800,22712,20962,16701,16706,16700.8241186093,16705.874459711
3820,-17257,-19182,16683,16686,16683.3172891224,16686.2960474956
3840,-6548,-4136,16697,16696,16696.5092710317,16696.2443839933
3860,23456,22977,16699,16701,16698.7879206851,16700.8195492892
3880,-15516,-16229,16683,16684,16683.2739022402,16683.6255429266
3900,-8904,-8685,16698,16698,16698.1797158113,16697.9390744263
3920,23913,23980,16696,16695,16696.3015909707,16694.8790513457
3940,-13597,-12583,16684,16682,16683.5519672051,16682.3971550221
3960,-11135,-12826,16700,16699,16699.6927563209,16698.6335720423
3980,24077,23914,16694,16688,16693.8063978918,16688.2165123124
4000,-11528,-8375,16684,16682,16684.3625290782,16682.3306530246
4020,-13240,-16407,16701,16698,16700.6074994909,16697.5107628221
4040,23949,22803,16691,16682,16691.2187630838,16682.034526969
4060,-9294,-3780,16685,16684,16685.4035504131,16683.8966943784
4080,-15175,-19314,16701,16695,16701.1110741716,16695.1819835431
4100,23525,20688,16689,16677,16688.9783869577,16677.1007141011
4120,-6942,1043,16687,16686,16686.8678882358,16685.8683920065
4140,-16919,-21439,16701,16692,16701.2971558934,16691.585785689
4160,22793,17687,16687,16674,16686.8303282355,16673.6601609058
4180,-4497,5862,16689,16688,16688.5285257124,16688.05948463
4200,-18493,-22704,16701,16687,16700.9764664703,16687.0751380548
4220,21792,13949,16685,16672,16685.0978115197,16672.311823054
4240,-1991,10495,16691,16690,16690.5753919628,16689.9831379489
4260,-19845,-23092,16700,16683,16700.4304964526,16682.5480929045
4280,20529,9652,16684,16673,16683.6064791935,16672.8432064075
4300,569,14734,16692,16691,16692.2728337456,16690.70800863
4320,-20972,-22587,16699,16678,16699.1187833777,16678.0047311498
4340,19022,4978,16683,16675,16682.6322002453,16674.9080850985
4360,3138,18354,16694,16690,16694.2595507776,16690.3670518268
4380,-21874,-21178,16698,16675,16698.0443158728,16674.6928957545
4400,17286,169,16682,16678,16681.9947717062,16678.1301275946
4420,5688,21199,16696,16689,16696.0869355436,16688.8989913053
4440,-22523,-18930,16696,16672,16696.4156859579,16672.4948273297
4460,15354,-4588,16682,16682,16681.9557497604,16681.9436120623
4480,8162,23121,16697,16687,16697.4840197438,16686.5498252502
4500,-22929,-15905,16695,16672,16694.6576752797,16672.1881516689
4520,13228,-9105,16682,16686,16682.1381747235,16685.56937001
4540,10582,24029,16699,16683,16698.9560011347,16683.3870019237
4560,-23095,-12200,16693,16674,16692.673434332,16673.7357532436
4580,10975,-13196,16683,16689,16683.1063693883,16688.7000752942
4600,12867,23862,16700,16681,16699.7789187772,16680.5163375012
4620,-23002,-7952,16691,16677,16690.9310059815,16676.861324928
4640,8605,-16728,16684,16691,16683.9767898475,16691.0595288117
4660,15017,22648,16700,16678,16700.3294667456,16678.3780965988
4680,-22661,-3320,16689,16681,16689.1491761746,16681.3089564412
4700,6134,-19560,16685,16692,16685.3922454792,16692.1013139639
4720,16999,20448,16701,16678,16700.6123289935,16677.5531863255
4740,-22076,1508,16688,16687,16687.5387319014,16686.696051488
4760,3605,-21610,16687,16693,16687.0279531345,16692.6373518463
4780,18768,17365,16700,16678,16700.3033366941,16678.2746089236
4800,-21229,6329,16686,16692,16686.2162509418,16692.1592548378
4820,1066,-22795,16689,16692,16688.6254873194,16692.1978301066
4840,20320,13561,16700,16681,16699.6368066604,16680.7271185672
4860,-20153,10939,16685,16697,16685.0374934757,16697.3069103698
4880,-1485,-23101,16690,16692,16690.4654946463,16691.8288975568
4900,21619,9223,16699,16685,16698.615386227,16684.8588190468
4920,-18849,15125,16684,16702,16684.3134044623,16701.5886354562
4940,-3999,-22502,16692,16691,16692.1074058867,16691.4014596954
4960,22668,4532,16697,16690,16697.3530838744,16690.2430215942
4980,-17328,18680,16684,16705,16683.7611587758,16704.6531688027
5000,-6428,-21022,16694,16692,16693.8120564573,16691.5979776608
5020,23426,-294,16696,16696,16695.8500748516,16696.16205708
5040,-15605,21441,16684,16706,16683.6158170877,16706.1671792718
5060,-8797,-18688,16695,16693,16694.9600057767,16692.7948685119
5080,23902,-5024,16694,16702,16694.0406937058,16702.2704258266
5100,-13694,23263,16684,16707,16683.8782442159,16706.668564087
5120,-11040,-15589,16696,16695,16696.2211455691,16695.1692124759
5140,24078,-9527,16692,16708,16692.2637623018,16707.8079901565
5160,-11631,24069,16684,16706,16684.4474763934,16706.1557258829
5180,-13139,-11816,16697,16699,16697.1711257122,16698.6592560513
5200,23967,-13577,16690,16712,16690.4250865672,16712.3871507371
5220,-9390,23809,16685,16705,16685.1473221944,16705.4633074308
5240,-15075,-7533,16697,16703,16697.4609711274,16703.0706078102
5260,23538,-17041,16688,16716,16688.4225037618,16715.6996275603
5280,-7059,22502,16686,16705,16686.2868398268,16704.9491696765
5300,-16850,-2875,16698,16708,16697.7502857196,16708.1951205473
5320,22826,-19811,16687,16718,16686.725096416,16717.6873233167
5340,-4614,20203,16687,16705,16687.442382574,16704.7948543006
5360,-18429,1973,16698,16713,16697.6714885022,16713.1089050181
5380,21856,-21778,16685,16718,16685.1553965547,16718.3148820788
5400,-2101,17051,16689,16706,16689.0075963572,16705.6610062068
5420,-19786,6792,16697,16718,16697.1230419693,16718.0591604275
5440,20595,-22884,16684,16718,16684.0218796332,16717.7818903846
5460,451,13179,16690,16708,16690.4157698749,16707.7997267731
5480,-20926,11370,16697,16722,16696.5381324951,16722.0207598753
5500,19100,-23104,16683,16717,16683.2210790735,16716.5320575911
5520,3013,8789,16692,16710,16692.0557000963,16710.1753417682
5540,-21833,15505,16695,16725,16695.2356620395,16724.6826276058
5560,17379,-22415,16683,16715,16682.6890351819,16714.813425751
5580,5553,4075,16693,16714,16693.4749849015,16713.5096347108
5600,-22498,19000,16694,16725,16694.2719573522,16725.4876630298
5620,15443,-20837,16683,16713,16682.5440504035,16713.4844133225
5640,8052,-752,16695,16717,16694.7649093852,16717.131002488
5660,-22930,21674,16693,16725,16692.7854327303,16725.0005754201
5680,13340,-18423,16683,16713,16682.6463493588,16712.584281857
5700,10469,-5479,16696,16720,16695.9213923974,16720.1322799707
5720,-23102,23399,16692,16723,16691.6125191298,16723.1016090252
5740,11083,-15268,16683,16712,16683.1788914485,16712.165606126
5760,12782,-9942,16697,16723,16696.6329406028,16722.7717992825
5780,-23018,24111,16690,16720,16690.129194067,16719.9897371105
5800,8700,-11445,16684,16713,16683.9596227662,16712.5052881764
5820,14926,-13946,16697,16724,16697.2809438022,16723.9559666461
5840,-22682,23751,16689,16716,16688.6972699816,16716.4856439073
5860,6245,-7103,16685,16714,16685.095614201,16713.6684905824
5880,16905,-17346,16698,16724,16697.5723219289,16723.885918539
5900,-22100,22330,16687,16713,16687.2681474194,16713.1056772275
5920,3728,-2410,16686,16715,16686.2282565134,16715.2944083908
5940,18694,-20043,16697,16723,16697.2465206786,16722.6990916074
5960,-21271,19947,16686,16710,16686.1931255147,16710.2150968577
5980,1179,2440,16688,16717,16687.6866415124,16717.1023630006
6000,20256,-21935,16697,16720,16697.0441006989,16720.4060895676
6020,-20202,16714,16685,16708,16685.2275247884,16708.2122390122
6040,-1360,7238,16689,16718,16689.04329371,16718.4660432881
6060,21569,-22961,16696,16717,16696.366892594,16717.0192611902
6080,-18910,12783,16684,16707,16684.386050294,16706.9696292703
6100,-3872,11797,16690,16719,16690.4458251944,16719.3346821026
6120,22624,-23084,16695,16713,16695.150675156,16713.1472803859
6140,-17407,8350,16684,16707,16684.1047900761,16706.9719619666
6160,-6320,15868,16692,16719,16691.7792922566,16719.1574744007
6180,23398,-22306,16694,16709,16693.938581146,16709.4285975798
6200,-15686,3623,16684,16708,16683.9211150348,16707.6277009939
6220,-8684,19284,16693,16718,16692.8556144154,16717.629463121
6240,23889,-20650,16693,16706,16692.6330718695,16706.0057902646
6260,-13793,-1212,16684,16709,16683.963718255,16708.9032942729
6280,-10929,21881,16694,16715,16693.9318421644,16715.2132359548
6300,24078,-18159,16691,16703,16691.1218348326,16703.2395184554
6320,-11721,-5927,16684,16710,16684.2220115917,16710.1071558842
6340,-13050,23524,16695,16712,16694.7536162597,16711.769385617
6360,23971,-14921,16690,16702,16689.6142860563,16701.6017720224
6380,-9502,-10342,16685,16711,16685.0148431362,16710.9881594092
6400,-14988,24120,16695,16708,16695.1580681761,16707.933247461
6420,23565,-11043,16688,16701,16688.0895753836,16701.381721448
6440,-7175,-14297,16686,16711,16685.894729979,16711.1762573743
6460,-16780,23654,16695,16704,16695.3734960938,16704.1015173652
6480,22869,-6656,16687,16702,16686.5191429096,16701.6980541966
6500,-4728,-17633,16687,16711,16687.0656349646,16710.7220563923
6520,-18357,22142,16695,16701,16695.4391595131,16700.6125068076
6540,21911,-1959,16685,16703,16685.3560712417,16702.9235981997
6560,-2226,-20257,16688,16709,16688.0792035192,16709.4380870384
6580,-19719,19674,16695,16698,16694.9614790836,16697.9219234029
6600,20655,2899,16684,16705,16684.3600944852,16704.636577644
6620,336,-22067,16689,16707,16689.3556303326,16707.1649108591
6640,-20887,16356,16694,16696,16694.4943675449,16696.4188805508
6660,19163,7681,16684,16706,16683.6859470571,16706.1812347406
6680,2896,-22998,16691,16705,16690.5019015117,16704.6936102274
6700,-21801,12372,16694,16696,16693.6398247985,16696.1111729151
6720,17453,12199,16683,16707,16683.1521874296,16707.4939296978
6740,5449,-23046,16692,16702,16691.8154787989,16701.9427726203
6760,-22475,7906,16693,16697,16692.875893256,16696.7935532094
6780,15533,16219,16683,16708,16682.9174093255,16708.0228778517
6800,7940,-22179,16693,16699,16692.9977505803,16699.4668320608
6820,-22913,3158,16692,16698,16691.6711204192,16698.269021809
6840,13432,19571,16683,16708,16683.1550116012,16707.7945568631
6860,10363,-20438,16694,16697,16693.7741493531,16697.2938301318
6880,-23102,-1675,16691,16700,16690.5502889582,16700.4422078429
6900,11195,22075,16683,16706,16683.428823538,16706.3577077377
6920,12669,-17879,16695,16696,16694.7190396833,16695.8253345136
6940,-23034,-6368,16689,16702,16689.2732683843,16702.3532251832
6960,8830,23606,16684,16704,16684.1526244999,16704.2758845424
6980,14827,-14564,16695,16696,16695.2294699547,16695.5355336062
7000,-22708,-10741,16688,16704,16688.3837708027,16704.1900981814
7020,6364,24108,16685,16701,16685.1549894574,16701.4697610626
7040,16820,-10638,16695,16696,16695.2732207803,16695.6489720496
7060,-22127,-14628,16687,16705,16687.1216521072,16705.0891323549
7080,3841,23537,16686,16699,16685.9484764235,16698.7897452789
7100,18622,-6222,16695,16697,16695.4243370801,16697.0034470878
7120,-21314,-17905,16686,16705,16686.1829985115,16705.158444987
7140,1303,21920,16687,16696,16687.091680149,16695.9881215293
7160,20191,-1492,16695,16698,16695.0900133748,16698.4823179577
7180,-20264,-20446,16685,16704,16685.3431764386,16704.448912906
7200,-1251,19374,16688,16694,16688.1533056077,16693.9041037835
7220,21520,3362,16695,16700,16694.5441232943,16700.0878910881
7240,-18975,-22166,16685,16703,16684.6302613808,16702.5253693891
7260,-3769,15984,16689,16693,16689.4405135851,16692.5917512098
7280,22583,8128,16694,16702,16693.7876607339,16701.6745128141
7300,-17481,-23019,16684,16700,16684.3250020176,16699.9099791516
7320,-6215,11946,16691,16692,16690.5303329001,16692.1467731311
7340,23369,12600,16693,16702,16692.7449415266,16702.4712768326
7360,-15777,-22978,16684,16697,16684.0591331574,16697.0288446628
7380,-8580,7452,16692,16692,16691.5176595934,16692.2807918272
7400,23882,16552,16692,16702,16691.6575570904,16702.2379830396
7420,-13878,-22025,16684,16694,16684.0456957414,16693.9302583369
7440,-10834,2687,16692,16693,16692.3877042295,16693.1033032746
7460,24083,19826,16690,16701,16690.2879344973,16701.2176339275
7480,-11825,-20207,16684,16691,16684.3329577955,16691.3322502089
7500,-12952,-2130,16693,16694,16693.2808964459,16693.9879584035
7520,23983,22245,16689,16699,16689.0210259892,16699.0877215254
7540,-9611,-17566,16685,16689,16684.8806195994,16688.9403898784
7560,-14905,-6790,16694,16695,16693.5621201637,16694.9202750853
7580,23603,23687,16688,16696,16687.7558673765,16695.8265865882
7600,-7275,-14205,16686,16688,16685.5113811296,16687.5095915674
7620,-16691,-11121,16694,16695,16693.82965896,16695.1278399357
7640,22914,24075,16687,16692,16686.6759337069,16692.0488495102
7660,-4847,-10221,16686,16687,16686.4153475112,16686.5287618155
7680,-18297,-14950,16694,16695,16693.8129812669,16694.8174723712
7700,21943,23405,16686,16688,16685.5603901092,16688.1934070443
7720,-2350,-5765,16688,16686,16687.5028038533,16686.3765538705
7740,-19670,-18164,16694,16694,16693.593689424,16693.5303010218
7760,20742,21711,16685,16685,16684.6917469041,16684.6928460108
7780,215,-1031,16689,16687,16688.5661676836,16686.6368147393
7800,-20832,-20625,16693,16692,16693.1821668742,16691.5518836161
7820,19246,19064,16684,16682,16683.9205853317,16681.7038976452
7840,2771,3821,16689,16687,16689.4516267407,16687.3132331689
7860,-21757,-22269,16692,16689,16692.3471346021,16688.8848983432
7880,17541,15614,16683,16680,16683.4853071063,16679.6376435657
7900,5327,8561,16691,16688,16690.5423143928,16687.7589957664
7920,-22450,-23038,16692,16686,16691.9137991593,16685.9297118304
7940,15624,11535,16683,16678,16683.3159922515,16678.4043102505
7960,7827,12999,16692,16688,16691.5519347214,16687.8638045915
7980,-22896,-22917,16691,16683,16690.8918862796,16682.6303070636
8000,13543,7000,16683,16678,16683.3909983509,16678.4617316139
8020,10248,16911,16692,16688,16692.4318214723,16687.5813066986
8040,-23090,-21882,16690,16680,16689.9871488436,16679.7885591054
8060,11297,2220,16684,16679,16683.6124628934,16679.169908553
8080,12564,20094,16693,16686,16693.091756447,16686.3784510311
8100,-23038,-19977,16689,16677,16689.0551405736,16677.3139474982
8120,8935,-2588,16684,16680,16684.0331604582,16680.2510180423
8140,14735,22413,16694,16685,16693.5811809808,16684.7111650131
8160,-22729,-17271,16688,16676,16687.9033039177,16675.7713724057
8180,6484,-7220,16685,16682,16684.7800476886,16681.5722087126
8200,16740,23760,16694,16683,16693.9439653329,16682.5975980849
8220,-22170,-13832,16687,16675,16686.9549518095,16675.2260241077
8240,3967,-11508,16686,16683,16685.5185707942,16682.8784165745
8260,18535,24052,16694,16680,16693.9051593825,16680.4261651575
8280,-21357,-9818,16686,16676,16686.0867089016,16675.9085129982
8300,1416,-15294,16687,16684,16686.6071224876,16683.9047964156
8320,20120,23281,16694,16678,16693.6654640389,16678.2551098073
8340,-20313,-5333,16685,16677,16685.2652487207,16677.2931224565
8360,-1123,-18442,16688,16685,16687.5343222742,16684.6274340202
8380,21462,21483,16693,16677,16693.3772379541,16676.7332235739
8400,-19043,-563,16685,16680,16684.7987495355,16679.6342932919
8420,-3643,-20823,16689,16685,16688.5592836929,16684.5409993981
8440,22538,18775,16693,16676,16692.5551149421,16676.1270911227
8460,-17549,4292,16684,16682,16684.4376952752,16682.3364121227
8480,-6097,-22390,16690,16684,16689.6687982773,16684.499539799
8500,23340,15254,16692,16677,16691.8575425257,16676.7018326361
8520,-15857,9016,16684,16685,16684.1749288918,16685.1870529211
8540,-8459,-23082,16690,16684,16690.4793274615,16684.105533278
8560,23848,11115,16691,16678,16691.0218466589,16678.3615507293
8580,-13971,13395,16684,16688,16684.1381782292,16688.07607072
8600,-10729,-22866,16691,16684,16691.3457404561,16683.8360545139
8620,24083,6557,16690,16681,16689.8098238579,16680.9477449478
8640,-11931,17253,16684,16690,16684.4129379266,16690.3511903342
8660,-12852,-21757,16692,16684,16691.8485562009,16683.5881191749
8680,24002,1771,16689,16684,16688.7383536451,16684.2024618159
8700,-9724,20358,16685,16692,16684.8804127771,16691.9373534814
8720,-14825,-19776,16692,16684,16692.3333922823,16684.3261758057
8740,23619,-3027,16688,16688,16687.71283044,16688.1959446991
8760,-7396,22594,16685,16693,16685.4095620155,16693.2267207348
8780,-16611,-16991,16692,16686,16692.4807782933,16685.7651233532
8800,22950,-7646,16687,16692,16686.5051663683,16692.0631896815
8820,-4952,23824,16686,16694,16686.0833018214,16693.6210844628
8840,-18206,-13476,16693,16688,16692.8120404524,16687.8708791958
8860,22004,-11900,16686,16696,16685.6501210958,16695.8680704166
8880,-2465,24010,16687,16694,16686.7149142921,16694.1733214897
8900,-19607,-9388,16692,16691,16692.4185567046,16690.9525661561
8920,20785,-15636,16685,16699,16684.7967433585,16699.1147800126
8940,99,23147,16688,16694,16687.9155716484,16694.3469409824
8960,-20788,-4855,16692,16694,16692.2787200379,16694.4183211644
8980,19315,-18728,16684,16702,16684.2611204542,16701.7584459837
9000,2662,21262,16689,16695,16688.7380172352,16695.2103935738
9020,-21717,-63,16692,16698,16691.7210603284,16698.4562116763
9040,17630,-21065,16684,16704,16683.7926677734,16703.8139226276
9060,5206,18478,16690,16696,16689.609754641,16696.3712814497
9080,-22427,4798,16691,16703,16690.9762003092,16702.9534229889
9100,15723,-22557,16683,16705,16683.4855533324,16704.883872263
9120,7709,14910,16691,16698,16690.6685382846,16698.2158030104
9140,-22884,9487,16690,16707,16690.3667768346,16706.5976875004
9160,13634,-23181,16683,16706,16683.4107291164,16705.7825172066
9180,10141,10735,16691,16701,16691.4756119624,16700.6789801112
9200,-23079,13817,16689,16710,16689.493626816,16710.0622224536
9220,11401,-22867,16684,16706,16683.8389412663,16706.0108904571
9240,12461,6163,16692,16704,16691.9809440031,16703.8353154333
9260,-23040,17583,16689,16713,16688.6051727902,16712.5535936714
9280,9048,-21664,16684,16707,16684.1090117766,16706.5071128547
9300,14631,1378,16692,16707,16692.4758857556,16707.3005903149
9320,-22747,20589,16688,16714,16687.775589353,16714.2657253993
9340,6592,-19577,16685,16707,16684.5840011961,16707.0381212211
9360,16643,-3405,16693,16711,16692.99365771,16710.7512613658
9380,-22198,22711,16687,16715,16686.831932247,16714.8722678683
9400,4081,-16683,16686,16708,16685.5772270516,16707.8976862804
9420,18465,-8015,16693,16714,16692.8354557716,16713.9656868501
9440,-21412,23831,16686,16715,16686.120097215,16714.7333202709
9460,1531,-13081,16686,16709,16686.1847413778,16709.1917957245
9480,20055,-12252,16693,16717,16692.9284131732,16716.6406697267
9500,-20374,23916,16685,16714,16685.4099234108,16714.245563335
9520,-999,-8899,16687,16711,16687.101554071,16710.8338292425
9540,21403,-15975,16692,16718,16692.39154093,16718.2175849221
9560,-19102,22949,16685,16713,16684.6602816293,16713.2468585603
9580,-3522,-4313,16688,16713,16687.9902074388,16712.8125881154
9600,22495,-19052,16692,16719,16691.8677960263,16719.1800799822
9620,-17636,20999,16684,16712,16684.4878151842,16712.3061087601
9640,-5988,517,16689,16715,16688.89760166,16715.0096613713
9660,23316,-21338,16691,16719,16691.3432476213,16719.2846486577
9680,-15940,18169,16684,16712,16684.3111977557,16711.6589290936
9700,-8354,5356,16690,16717,16689.744547953,16716.9603096637
9720,23844,-22790,16690,16718,16690.4888289518,16718.4009744672
9740,-14072,14582,16684,16711,16684.2568810057,16711.3622542734
9760,-10631,10012,16690,16718,16690.314485869,16718.4547333302
9780,24073,-23327,16690,16717,16689.5401047178,16716.9658713198
9800,-12022,10413,16684,16712,16684.4200533126,16711.5588813806
9820,-12756,14239,16691,16719,16690.9331526389,16719.433748679
9840,24007,-22942,16688,16715,16688.3391453779,16715.1322677614
9860,-9815,5843,16685,16712,16684.5999581259,16712.4098663762
9880,-14739,17883,16692,16720,16691.5453842639,16719.6684341701
9900,23633,-21599,16687,16713,16687.4811907519,16713.1267833467
9920,-7500,1066,16685,16713,16685.2729456254,16713.467209487
9940,-16535,20760,16692,16719,16691.7874511525,16718.9840880589
9960,22989,-19379,16686,16711,16686.439962879,16711.4939062933
9980,-5075,-3735,16686,16714,16685.7447461198,16714.4230054839
10000,-18153,22744,16692,16717,16691.826967748,16717.4034621589
10020,22050,-16359,16686,16710,16685.8048434787,16710.0457676697
10040,-2567,-8331,16686,16715,16686.4156042358,16715.3312298189
10060,-19544,23750,16692,16715,16691.7866057909,16715.2320799495
10080,20845,-12627,16685,16709,16684.8036373812,16709.3584296749
10100,-17,-12584,16687,16716,16687.408470635,16715.9771358555
10120,-20735,23724,16691,16713,16691.3724948758,16712.7593254893
10140,19400,-8351,16684,16709,16684.3205096477,16709.0793456828
10160,2538,-16314,16688,16716,16688.0456760838,16715.7599003425
10180,-21698,22694,16691,16710,16690.9896759098,16710.2200386321
10200,17705,-3683,16684,16709,16684.0219461264,16709.3390507579
10220,5089,-19379,16689,16715,16688.9770968244,16714.9676874203
10240,-22403,20705,16691,16708,16690.6510057239,16707.875388629
10260,15818,1146,16684,16710,16683.5400665842,16709.9172931846
10280,7592,-21645,16690,16714,16689.7912117599,16713.5558853222
10300,-22873,17846,16690,16706,16689.9513640594,16706.0589858404
10320,13730,5950,16684,16711,16683.6148360248,16710.5325253714
10340,10028,-23048,16691,16711,16690.5421676864,16711.4540467954
10360,-23083,14269,16689,16705,16688.9953268473,16704.7471746783
10380,11504,10520,16684,16711,16683.8074815902,16711.1016144714
10400,12348,-23498,16691,16709,16691.1040090527,16709.1150513666
10420,-23048,10095,16688,16704,16688.3671482695,16704.189133454
10440,9143,14647,16684,16711,16684.0991183922,16711.0609499881
10460,14539,-22980,16692,16707,16691.8028275275,16706.610441867
10480,-22760,5533,16688,16704,16687.5808134162,16704.1922204223
10500,6715,18161,16684,16711,16684.4294734563,16710.6392158906
10520,16551,-21524,16692,16704,16691.921904684,16704.2346457447
10540,-22237,760,16687,16705,16686.7603255062,16704.5862686271
10560,4203,20893,16685,16710,16685.1882448729,16709.5286077864
10580,18378,-19160,16692,16702,16692.035066262,16702.3744011877
10600,-21444,-4038,16686,16705,16686.0599832802,16705.3208619758
10620,1645,22735,16686,16708,16685.8921216842,16707.7959283152
10640,19985,-15997,16692,16701,16691.8851960743,16700.9525758319
10660,-20420,-8658,16686,16706,16685.5321377232,16705.9325325023
10680,-892,23632,16687,16705,16686.7128478836,16705.3897161546
10700,21351,-12161,16692,16700,16691.6338657544,16699.9558063804
10720,-19177,-12920,16685,16706,16684.8452124065,16706.2481404905
10740,-3409,23517,16688,16703,16687.5440283829,16703.2112951393
10760,22459,-7796,16691,16700,16691.2177917631,16699.5026180186
10780,-17691,-16625,16685,16706,16684.7064367014,16705.9735523929
10800,-5862,22430,16688,16700,16688.2869950777,16700.4437667564
10820,23284,-3111,16691,16700,16690.6610866459,16699.8125697417
10840,-16030,-19671,16684,16705,16684.3914683658,16705.1035785861
10860,-8246,20390,16689,16698,16689.1039254208,16698.296840773
10880,23826,1729,16690,16700,16689.9453173035,16700.3236751269
10900,-14158,-21899,16684,16703,16684.2175879913,16703.3818009156
10920,-10527,17518,16690,16696,16689.6882522495,16696.4386635198
10940,24060,6495,16689,16701,16689.1517386772,16700.6581289244
10960,-12117,-23215,16684,16701,16684.474384669,16701.4983041789
10980,-12665,13918,16690,16695,16690.3925816117,16695.1987844089
11000,24025,10977,16688,16701,16688.2401139933,16701.1597270889
11020,-9927,-23573,16685,16699,16684.7647152872,16699.0423621532
11040,-14645,9743,16691,16694,16690.6151030984,16694.3495022484
11060,23660,15018,16687,16701,16687.4970680811,16700.7234726965
11080,-7603,-22942,16685,16696,16685.0639619556,16696.2740426707
11100,-16461,5165,16691,16694,16690.9186321166,16694.1335452579
11120,23025,18413,16687,16700,16686.5639972385,16699.9419603045
11140,-5185,-21362,16686,16694,16685.5775608111,16693.6928748789
