frequency_hz,direct_i_int16,direct_q_int16,filtered_i_int16,filtered_q_int16,direct_iq_magnitude,filtered_iq_magnitude
200,4755,-11304,1114,-11914,12263.3780419589,11965.9680761734
220,4558,-10843,396,-11563,11762.0581957411,11569.7789520803
240,4286,-11193,-97,-11972,11985.5348232776,11972.3929521211
260,4669,-11193,-137,-11791,12127.7701990102,11791.795876795
280,4452,-10876,-849,-11581,11751.9223959317,11612.0782808247
300,4306,-11187,-1202,-11876,11987.1016096469,11936.6737410386
320,4608,-11119,-1359,-11604,12036.0219757194,11683.3084783378
340,4384,-10905,-2041,-11483,11753.2327893223,11662.9743204725
360,4325,-11178,-2302,-11664,11985.5458365483,11888.9907056907
380,4559,-11066,-2552,-11337,11968.3264076478,11620.6829833706
400,4338,-10932,-3186,-11272,11761.2443219244,11713.6066179465
420,4343,-11167,-3386,-11342,11981.8002820945,11836.6363465302
440,4517,-11028,-3710,-10984,11917.2175024206,11593.6342878323
460,4307,-10956,-4282,-10949,11772.17843052,11756.5354165247
480,4358,-11153,-4447,-10913,11974.2044829709,11784.2852137921
500,4480,-11000,-4824,-10544,11877.3060918712,11595.1244926478
520,4286,-10979,-5325,-10516,11785.9338620238,11787.3610702311
540,4370,-11138,-5472,-10382,11964.612154182,11735.7874895552
560,4447,-10979,-5883,-10017,11845.4316088524,11616.7972350386
580,4274,-10999,-6309,-9978,11800.2151251577,11805.2515856292
600,4380,-11122,-6452,-9757,11953.3796057851,11697.3224714034
620,4417,-10965,-6878,-9405,11821.2145738075,11651.6483383254
640,4267,-11017,-7229,-9339,11814.4647783977,11809.9687552508
660,4387,-11105,-7378,-9044,11940.1337513447,11671.7102431477
680,4389,-10956,-7799,-8711,11802.4258947049,11692.1307724469
700,4265,-11033,-8078,-8605,11828.664928892,11802.5467167048
720,4392,-11087,-8239,-8251,11925.2351339502,11660.1939091938
740,4363,-10952,-8640,-7939,11789.0658238895,11733.5979562963
760,4267,-11046,-8852,-7784,11841.5119389375,11787.6443787552
780,4394,-11070,-9027,-7386,11910.1694362423,11663.6068606585
800,4341,-10951,-9392,-7093,11780.0119694336,11769.4652809718
820,4271,-11057,-9544,-6884,11853.2143319861,11767.6417348592
840,4393,-11053,-9732,-6458,11894.000924836,11679.7940050328
860,4321,-10954,-10049,-6181,11775.4472101912,11797.7608892535
880,4278,-11065,-10152,-5916,11863.199779149,11749.985531906
900,4390,-11037,-10347,-5475,11878.0246253323,11706.2391057077
920,4305,-10959,-10606,-5208,11774.2390836945,11815.6887230495
940,4286,-11070,-10668,-4890,11870.7495972243,11735.3450737505
960,4385,-11023,-10864,-4446,11863.1679580119,11738.5438619958
980,4291,-10967,-11060,-4182,11776.5771767522,11824.2430624544
1000,4295,-11072,-11091,-3816,11875.8666631114,11729.1149282459
1020,4377,-11010,-11278,-3380,11848.1318780642,11773.6011483318
1040,4280,-10975,-11408,-3113,11780.0265279837,11825.1102743273
1060,4304,-11072,-11414,-2707,11879.1245468679,11730.6114503891
1080,4369,-10998,-11583,-2287,11834.0257309168,11806.6192451523
1100,4272,-10985,-11648,-2010,11786.4417446488,11820.1524524855
1120,4313,-11070,-11636,-1574,11880.5247779717,11741.9747913202
1140,4359,-10989,-11775,-1175,11821.9711554377,11833.4800460389
1160,4267,-10995,-11778,-884,11793.9524333448,11811.1278038975
1180,4321,-11065,-11753,-429,11878.7737582631,11760.8269267089
1200,4348,-10981,-11854,-54,11810.4811502326,11854.1229958188
1220,4264,-11004,-11800,256,11801.2589158954,11802.7766224732
1240,4328,-11059,-11763,717,11875.7342930869,11784.831691628
1260,4337,-10976,-11817,1067,11801.7856699738,11865.073872505
1280,4264,-11014,-11713,1396,11810.5838975048,11795.8969561454
1300,4333,-11052,-11664,1852,11871.0400976494,11810.1143093537
1320,4325,-10973,-11666,2180,11794.5900310269,11867.9381528554
1340,4265,-11022,-11520,2527,11818.4055185122,11793.9021956263
1360,4337,-11043,-11457,2968,11864.1231450116,11835.1963650799
1380,4314,-10972,-11403,3274,11789.6301892807,11863.7045226186
1400,4269,-11029,-11222,3636,11826.3773827829,11796.3460444326
1420,4339,-11034,-11143,4052,11856.4782713924,11856.861009559
1440,4304,-10973,-11031,4341,11786.9056583991,11854.4186698463
1460,4273,-11034,-10823,4713,11832.4843122651,11804.647305193
1480,4340,-11025,-10722,5096,11848.4693104215,11871.4152484024
1500,4294,-10975,-10554,5370,11785.1203218296,11841.6137413783
1520,4279,-11039,-10325,5745,11839.3142537902,11815.6950705407
1540,4338,-11015,-10200,6091,11838.4318640604,11880.2475142566
1560,4286,-10979,-9978,6354,11785.9338620238,11829.3617748381
1580,4285,-11041,-9735,6723,11843.3485974196,11830.8475605089
1600,4335,-11007,-9579,7029,11829.8890104684,11881.2491767491
1620,4279,-10984,-9310,7282,11788.0489055653,11819.6287589755
1640,4292,-11042,-9056,7637,11846.8150994265,11846.3034318727
1660,4331,-10999,-8866,7900,11820.9797394294,11875.0139368339
1680,4273,-10990,-8556,8145,11791.4642432566,11812.9658003399
1700,4298,-11042,-8293,8477,11848.9901679426,11858.8944678667
1720,4326,-10992,-8067,8699,11812.6347611361,11863.7721657153
1740,4269,-10996,-7725,8935,11795.6083776972,11811.4287874076
1760,4304,-11040,-7455,9235,11849.3044521609,11868.5403483326
1780,4319,-10986,-7190,9419,11804.488849586,11849.6270405444
1800,4267,-11003,-6825,9644,11801.4108478605,11814.7095182235
1820,4309,-11036,-6546,9905,11847.3953677591,11872.6214881129
1840,4312,-10982,-6244,10053,11798.2061348325,11834.2868395185
1860,4266,-11009,-5863,10263,11806.6437652705,11819.6420419571
1880,4313,-11032,-5576,10479,11845.1252842678,11870.1818435945
1900,4305,-10979,-5239,10596,11792.856566583,11820.4203393957
1920,4266,-11015,-4850,10787,11812.2386108646,11827.1665668494
1940,4317,-11027,-4551,10955,11841.9262791152,11862.6989340538
1960,4298,-10978,-4184,11043,11789.3718238081,11809.0518247656
1980,4268,-11020,-3794,11210,11817.6234497466,11834.6329051644
2000,4319,-11021,-3483,11327,11837.0689784254,11850.4100351001
2020,4291,-10978,-3089,11389,11786.8216665902,11800.4763463175
2040,4271,-11025,-2705,11527,11823.3694858953,11840.1331918184
2060,4320,-11015,-2379,11593,11831.8479114634,11834.5802629413
2080,4284,-10980,-1967,11632,11786.1382988662,11797.1400347711
2100,4274,-11029,-1591,11735,11828.183165643,11842.360659936
2120,4320,-11009,-1251,11751,11826.2623427692,11817.4025064732
2140,4278,-10982,-828,11769,11785.8223302407,11798.090735369
2160,4279,-11031,-463,11831,11831.8553912732,11840.0561654073
2180,4318,-11004,-109,11801,11820.8772940083,11801.5033788073
2200,4273,-10986,317,11797,11787.7362118432,11801.2583227383
2220,4283,-11032,669,11816,11834.2347872602,11834.9236161456
2240,4316,-10998,1036,11742,11814.561354532,11787.6146866107
2260,4270,-10990,1456,11716,11790.3774324658,11806.1251899173
2280,4288,-11032,1796,11688,11836.0452854828,11825.1832966766
2300,4312,-10994,2172,11577,11809.3767828789,11778.9860769083
2320,4267,-10995,2580,11526,11793.9524333448,11811.2266932779
2340,4293,-11031,2907,11450,11836.925698846,11813.2615733336
2360,4308,-10990,3288,11306,11804.1926449885,11774.4035942378
2380,4265,-11000,3678,11229,11797.8907013076,11816.0113828652
2400,4297,-11029,3993,11104,11836.5134224568,11800.1213976806
2420,4304,-10987,4374,10932,11799.9400422206,11774.5700558449
2440,4265,-11005,4739,10825,11802.5526899904,11816.8839378239
2460,4301,-11026,5044,10655,11835.1711859187,11788.5945303077
2480,4298,-10984,5418,10458,11794.959092765,11778.1360155162
2500,4265,-11009,5755,10320,11806.2824801035,11816.1933379579
2520,4304,-11022,6049,10106,11832.5356538656,11778.0149855568
2540,4293,-10983,6410,9889,11792.206663725,11784.7537522003
2560,4267,-11013,6716,9716,11810.7348628271,11811.2366837686
2580,4306,-11018,7000,9463,11829.5376071933,11770.657118445
2600,4288,-10983,7341,9229,11790.3873134007,11792.570627306
2620,4270,-11017,7615,9020,11815.5486118927,11804.6018569031
2640,4307,-11013,7887,8734,11825.244944609,11768.0722720418
2660,4283,-10984,8201,8484,11789.5014737689,11799.773599523
2680,4273,-11020,8442,8239,11819.4301470079,11796.1216083932
2700,4307,-11008,8702,7925,11820.5885217277,11769.8950292685
2720,4278,-10986,8984,7660,11789.5496097179,11806.2634224381
2740,4276,-11022,9192,7379,11822.3796251009,11787.3875392302
2760,4306,-11003,9436,7044,11815.5679084841,11775.2295943646
2780,4274,-10989,9680,6764,11790.8946649523,11809.0683798511
2800,4280,-11023,9858,6450,11824.7591518813,11780.6054173799
2820,4305,-10999,10082,6099,11811.4785695949,11783.2306690483
2840,4271,-10992,10286,5805,11792.6038261276,11811.004233341
2860,4284,-11023,10434,5460,11826.2075493372,11776.245411845
2880,4302,-10994,10634,5099,11805.7291176784,11793.2928819732
2900,4268,-10995,10794,4790,11794.3142657808,11809.0870095872
2920,4288,-11023,10914,4419,11827.6571221861,11774.6743904025
2940,4299,-10991,11085,4053,11801.8423138085,11802.7129932063
2960,4267,-10999,11201,3729,11797.6815518982,11805.4157910681
2980,4292,-11021,11294,3338,11827.2441845089,11776.9554639559
3000,4295,-10988,11432,2971,11797.5916610129,11811.751140284
3020,4266,-11003,11504,2632,11801.0493177514,11801.2473916955
3040,4295,-11019,11571,2228,11826.4697183902,11783.5489136338
3060,4291,-10986,11671,1863,11794.2730594132,11818.7567028008
3080,4266,-11007,11700,1509,11804.7789051723,11796.9098072334
3100,4297,-11016,11740,1098,11824.4012533405,11791.234201728
3120,4287,-10985,11800,737,11791.8867871092,11822.9932335259
3140,4267,-11011,11787,371,11808.8699713393,11792.8372328291
3160,4299,-11013,11801,-41,11822.3335260007,11801.0712225628
3180,4282,-10985,11816,-396,11790.0699319385,11822.6338858987
3200,4269,-11014,11767,-772,11812.3899783236,11792.2971892672
3220,4300,-11009,11752,-1177,11818.9712327258,11810.7930724401
3240,4278,-10986,11722,-1526,11789.5496097179,11820.9119783543
3260,4271,-11017,11637,-1908,11815.9100368952,11792.3802940713
3280,4301,-11006,11593,-2301,11816.5408220849,11819.1476003983
3300,4275,-10987,11517,-2642,11789.3932837954,11816.152207889
3320,4274,-11019,11401,-3026,11818.8593781295,11795.7397818026
3340,4300,-11002,11326,-3402,11812.4512274125,11825.8986973507
3360,4271,-10989,11205,-3735,11789.8075471994,11811.1070607289
3380,4277,-11020,11060,-4116,11820.8768287298,11801.061647157
3400,4299,-10998,10952,-4471,11808.361656047,11829.4608921962
3420,4269,-10992,10788,-4795,11791.879621163,11805.6329351712
3440,4280,-11020,10618,-5166,11821.9626120201,11808.026083982
3460,4297,-10995,10475,-5497,11804.8394313519,11829.7351618707
3480,4267,-10995,10271,-5812,11793.9524333448,11801.389113151
3500,4283,-11020,10078,-6168,11823.0490568212,11815.6805982559
3520,4295,-10992,9900,-6472,11801.3172569845,11827.7970899065
3540,4266,-10998,9659,-6775,11796.3875826458,11798.1738417435
3560,4286,-11019,9444,-7110,11823.2041765335,11821.2197340207
3580,4292,-10990,9230,-7387,11798.3627677742,11822.0416595443
3600,4265,-11001,8959,-7677,11798.8230769005,11798.3053867918
3620,4289,-11017,8723,-7985,11822.4282615713,11825.8595459273
3640,4289,-10989,8474,-8234,11796.3401951622,11815.5588949486
3660,4266,-11005,8177,-8508,11802.9140893256,11800.3980017625
3680,4291,-11015,7921,-8785,11821.2903694986,11828.713624059
3700,4285,-10988,7638,-9005,11793.9547650481,11808.0086805524
3720,4267,-11008,7320,-9259,11806.0727170385,11803.0284673045
3740,4293,-11012,7044,-9501,11819.2213364502,11827.3808174084
3760,4282,-10987,6730,-9694,11791.9333868539,11801.1243532131
3780,4268,-11010,6396,-9924,11808.2989460803,11806.5486912984
3800,4294,-11009,6101,-10128,11816.7896232437,11823.6451655147
3820,4278,-10988,5760,-10294,11791.4133164774,11795.933027955
3840,4270,-11012,5414,-10497,11810.8866728963,11810.9442890905
3860,4295,-11005,5100,-10660,11813.4266832279,11817.1739430373
3880,4275,-10989,4736,-10799,11791.2571848807,11791.8657132788
3900,4273,-11014,4383,-10970,11813.8361678161,11813.1955456599
3920,4294,-11002,4050,-11092,11810.2684135459,11808.2582966329
3940,4272,-10991,3669,-11205,11792.0339636553,11790.4022832132
3960,4276,-11015,3311,-11341,11815.8537990278,11814.4404014748
3980,4294,-10999,2961,-11422,11807.4737772311,11799.5595256772
4000,4270,-10993,2568,-11508,11793.1738306531,11791.0427019836
4020,4278,-11015,2209,-11605,11816.5777194584,11813.3697986646
4040,4292,-10995,1844,-11646,11803.0203337959,11791.0835804009
4060,4268,-10995,1444,-11704,11794.3142657808,11792.7414963612
4080,4281,-11015,1086,-11760,11817.6641515995,11810.0379338934
4100,4290,-10993,709,-11763,11800.4300345369,11784.3476696846
4120,4267,-10998,309,-11792,11796.7492556212,11796.0478551081
4140,4284,-11014,-48,-11805,11817.8192573757,11805.0975853654
4160,4287,-10991,-433,-11772,11797.4764250665,11779.9606535845
4180,4266,-11001,-829,-11770,11799.1845904706,11799.158486943
4200,4286,-11013,-1182,-11739,11817.6124915314,11798.3577247005
4220,4285,-10989,-1572,-11672,11794.8864343833,11777.3837502223
4240,4266,-11004,-1957,-11638,11801.9816980031,11801.3936888827
4260,4288,-11011,-2306,-11563,11816.4743049693,11790.6999368146
4280,4282,-10988,-2696,-11465,11792.8651310867,11777.7179877937
4300,4266,-11007,-3067,-11397,11804.7789051723,11802.4615229197
4320,4290,-11009,-3410,-11280,11815.3366858503,11784.1631013831
4340,4279,-10988,-3794,-11153,11791.7761596801,11780.6555420316
4360,4268,-11009,-4147,-11048,11807.3665565189,11800.6742603972
4380,4291,-11006,-4484,-10892,11812.9046808988,11778.8760074975
4400,4276,-10988,-4856,-10737,11790.6878510119,11784.0529954681
4420,4269,-11011,-5189,-10596,11809.5927956894,11798.3446720292
4440,4292,-11004,-5517,-10403,11811.4046582106,11775.3852590903
4460,4273,-10989,-5872,-10223,11790.5322186914,11789.4068128978
4480,4271,-11013,-6182,-10045,11812.1805776918,11794.8780833038
4500,4291,-11001,-6499,-9818,11808.2463558312,11774.1294794987
4520,4270,-10991,-6832,-9613,11791.3095540741,11793.4724742122
4540,4274,-11014,-7119,-9398,11814.1978991381,11789.93490228
4560,4291,-10998,-7421,-9142,11805.4514949662,11774.8632688452
4580,4268,-10993,-7728,-8914,11792.449830294,11797.5158402098
4600,4276,-11014,-7990,-8664,11814.9215824736,11785.7963668137
4620,4290,-10996,-8275,-8383,11803.2248135838,11779.2323179399
4640,4267,-10995,-8551,-8132,11793.9524333448,11800.3824090578
4660,4279,-11014,-8787,-7848,11816.0076591038,11781.4461336459
4680,4288,-10994,-9052,-7546,11800.6347286915,11784.7706808406
4700,4266,-10997,-9293,-7272,11795.4552688737,11800.0776692359
4720,4281,-11013,-9505,-6959,11815.8000152338,11780.1827659846
4740,4286,-10992,-9744,-6640,11798.0447532631,11791.3161267095
4760,4265,-11000,-9950,-6345,11797.8907013076,11800.9120410246
4780,4283,-11012,-10134,-6005,11815.5927908844,11779.5577591011
4800,4284,-10991,-10345,-5673,11796.386607771,11798.3877712169
4820,4265,-11002,-10513,-5357,11799.7554635679,11799.1787002316
4840,4285,-11011,-10671,-4996,11815.3859860776,11782.6252168182
4860,4281,-10990,-10849,-4654,11794.3656463584,11805.1055480246
4880,4266,-11005,-10979,-4318,11802.9140893256,11797.6084440873
4900,4286,-11008,-11109,-3941,11812.9530600947,11787.3390551048
4920,4278,-10990,-11251,-3591,11793.2770678891,11810.1770520175
4940,4267,-11007,-11343,-3238,11805.1403210635,11796.1134701223
4960,4287,-11006,-11445,-2850,11811.4522815782,11794.5124952242
4980,4276,-10990,-11547,-2495,11792.5517170797,11813.4767955924
5000,4269,-11008,-11602,-2126,11806.7957126394,11795.1803716603
5020,4288,-11004,-11674,-1733,11809.9517357185,11801.9305624122
5040,4273,-10991,-11735,-1375,11792.3962789587,11815.2803606178
5060,4271,-11010,-11754,-994,11809.3835994941,11795.9548998799
5080,4288,-11001,-11794,-601,11807.1565162828,11809.3029853586
5100,4271,-10992,-11812,-241,11792.6038261276,11814.4583032825
5120,4273,-11011,-11797,147,11811.0393276798,11797.9158328918
5140,4287,-10999,-11804,536,11804.9299023755,11816.1631674584
5160,4269,-10993,-11779,896,11792.8117936309,11813.0291204246
5180,4275,-11011,-11732,1287,11811.763035212,11802.3808191398
5200,4286,-10996,-11704,1667,11801.7715619309,11822.1193108512
5220,4268,-10995,-11637,2025,11794.3142657808,11811.8751263294
5240,4277,-11011,-11558,2415,11812.4870370299,11807.6072512597
5260,4285,-10994,-11494,2783,11799.5449488529,11826.1204543164
5280,4267,-10997,-11386,3137,11795.8169704349,11810.2398366841
5300,4280,-11011,-11277,3521,11813.5735914244,11813.8973247612
5320,4283,-10992,-11176,3872,11796.9552427735,11827.7368925759
5340,4266,-11000,-11029,4221,11798.2522434469,11809.1355314434
5360,4282,-11010,-10891,4593,11813.3663280201,11819.8785949772
5380,4281,-10991,-10753,4926,11795.2974527987,11827.6153555989
5400,4266,-11002,-10570,5266,11800.116948573,11809.1344306007
5420,4283,-11008,-10405,5621,11811.8649247272,11826.2278855094
5440,4279,-10990,-10229,5935,11793.6398537517,11826.1010481054
5460,4266,-11004,-10014,6264,11801.9816980031,11811.7692154901
5480,4285,-11007,-9821,6596,11811.6583932994,11830.4377349276
5500,4276,-10990,-9609,6889,11792.5517170797,11823.3329480312
5520,4267,-11006,-9365,7202,11804.2079361556,11814.0606482276
5540,4286,-11004,-9146,7509,11809.2257155158,11833.6130154742
5560,4274,-10990,-8898,7780,11791.8266608698,11819.5940708639
5580,4268,-11008,-8630,8074,11806.4341780234,11818.052969927
5600,4286,-11003,-8385,8352,11808.2939072501,11834.8692007981
5620,4272,-10991,-8105,8599,11792.0339636553,11816.6757592819
5640,4270,-11009,-7815,8871,11808.0896422749,11822.3883373877
5660,4286,-11000,-7544,9116,11805.4985494048,11832.7254679554
5680,4270,-10992,-7236,9340,11792.2416868041,11815.0453236541
5700,4272,-11010,-6928,9585,11809.7452978462,11826.6398017357
5720,4286,-10998,-6633,9795,11803.6350333277,11829.5694765279
5740,4268,-10993,-6300,9994,11792.449830294,11813.9762992821
5760,4274,-11011,-5977,10208,11811.4011446568,11829.1078699959
5780,4285,-10996,-5659,10383,11801.4084328948,11825.0145877288
5800,4267,-10995,-5306,10556,11793.9524333448,11814.5153095673
5820,4276,-11011,-4971,10736,11812.1249993386,11830.9989857155
5840,4284,-10995,-4631,10875,11800.1136011481,11819.9740270442
5860,4266,-10997,-4262,11020,11795.4552688737,11815.4578413196
5880,4278,-11010,-3917,11163,11811.9170332339,11830.2771734224
5900,4282,-10993,-3560,11266,11797.524019895,11815.0901816279
5920,4266,-10999,-3180,11381,11797.3199075044,11816.9184223299
5940,4279,-11009,-2828,11485,11811.3471712587,11828.0517837892
5960,4281,-10992,-2454,11553,11796.2292704067,11810.7546329606
5980,4266,-11001,-2069,11637,11799.1845904706,11819.4978742754
6000,4281,-11008,-1711,11700,11811.1398687849,11824.4459066799
6020,4279,-10991,-1326,11733,11794.5717175318,11807.690925833
6040,4266,-11003,-939,11784,11801.0493177514,11821.3525875849
6060,4282,-11007,-577,11806,11810.570392661,11820.0915817095
6080,4276,-10991,-185,11804,11793.4836668391,11805.4496314202
6100,4267,-11004,198,11821,11802.3431995515,11822.6581190526
6120,4283,-11005,562,11801,11809.0691419773,11814.3745073533
6140,4274,-10991,957,11767,11792.7586679284,11805.8518540595
6160,4268,-11006,1334,11747,11804.569454241,11822.5024846688
6180,4284,-11003,1697,11686,11807.5681238772,11808.5733685319
6200,4272,-10992,2089,11621,11792.9660391269,11807.2673383811
6220,4270,-11007,2456,11563,11806.2250105612,11820.951949822
6240,4284,-11001,2818,11463,11805.7044262509,11804.2997674576
6260,4270,-10992,3202,11367,11792.2416868041,11809.3815672117
6280,4271,-11008,3556,11270,11807.5190027372,11817.7001146585
6300,4284,-10999,3912,11133,11803.8407732399,11800.3149534239
6320,4269,-10994,4283,11007,11793.743977211,11810.9329860092
6340,4273,-11008,4622,10871,11808.2425872778,11812.7695736436
6360,4283,-10997,4971,10701,11801.6142116238,11799.2475183801
6380,4268,-10995,5324,10545,11794.3142657808,11812.7897213148
6400,4275,-11008,5646,10371,11808.9664662069,11808.2580002302
6420,4282,-10995,5983,10169,11799.387653603,11798.5104992113
6440,4267,-10997,6315,9984,11795.8169704349,11813.5295741789
6460,4277,-11008,6618,9774,11809.6906394706,11803.7705840126
6480,4280,-10993,6939,9544,11796.7982520682,11799.9007199213
6500,4266,-10999,7246,9330,11797.3199075044,11813.2728741869
6520,4279,-11007,7529,9085,11809.4830538851,11799.2824358094
6540,4279,-10992,7831,8830,11795.5035924712,11802.2650792125
6560,4266,-11001,8110,8589,11799.1845904706,11812.8328947802
6580,4280,-11006,8370,8312,11808.9134131807,11796.0266191629
6600,4277,-10991,8649,8035,11793.8462767665,11805.3558184411
6620,4266,-11002,8897,7767,11800.116948573,11810.2878034365
6640,4281,-11005,9134,7463,11808.3439143683,11795.1822792189
6660,4275,-10991,9386,7166,11793.1211305574,11808.8336426592
6680,4267,-11004,9601,6872,11802.3431995515,11806.9295331174
6700,4282,-11003,9814,6544,11806.8426346759,11795.6997248997
6720,4273,-10991,10035,6230,11792.3962789587,11811.6097548133
6740,4268,-11006,10217,5913,11804.569454241,11804.6879670748
6760,4283,-11002,10403,5565,11806.2734594791,11797.9504152204
6780,4271,-10991,10589,5237,11791.6717220248,11813.2590761398
6800,4269,-11007,10737,4898,11805.8633737648,11801.4224990041
6820,4283,-11000,10894,4535,11804.4097268775,11800.2313960363
6840,4269,-10992,11044,4195,11791.879621163,11813.8884792434
6860,4270,-11008,11158,3837,11807.1573208796,11799.3022251318
6880,4283,-10998,11285,3463,11802.546038885,11804.388760118
6900,4268,-10993,11395,3113,11792.449830294,11812.5693225479
6920,4272,-11008,11475,2740,11807.8807582055,11797.5940343784
6940,4282,-10996,11570,2361,11800.3194872003,11808.4385504604
6960,4267,-10995,11640,2002,11793.9524333448,11810.9103798141
6980,4274,-11008,11687,1618,11808.6044899472,11798.4699431748
7000,4281,-10995,11747,1237,11799.0247902104,11811.9506433104
7020,4266,-10996,11776,872,11794.5229661907,11808.2411899487
7040,4275,-11008,11790,481,11808.9664662069,11799.8076679241
7060,4280,-10994,11814,102,11797.730120663,11814.4403168326
7080,4266,-10998,11802,-267,11796.3875826458,11805.0198220926
7100,4277,-11007,11784,-659,11808.7585291596,11802.4123381621
7120,4278,-10993,11770,-1033,11796.0727786836,11815.2439246932
7140,4266,-11000,11719,-1403,11798.2522434469,11802.6848640468
7160,4278,-11006,11669,-1793,11808.1886841293,11805.9480771347
7180,4277,-10992,11616,-2158,11794.7782090211,11814.7543351523
7200,4266,-11001,11527,-2527,11799.1845904706,11800.7397225767
7220,4280,-11005,11445,-2910,11807.9814108932,11809.1542880936
7240,4275,-10992,11354,-3263,11794.053120111,11813.5720677533
7260,4267,-11003,11228,-3628,11801.4108478605,11799.5918573483
7280,4280,-11004,11115,-3998,11807.0494197323,11812.1644502606
7300,4273,-10992,10985,-4339,11793.3283257951,11810.8909909456
7320,4268,-11004,10826,-4695,11802.704774754,11800.2246165062
7340,4281,-11002,10682,-5048,11805.5480601283,11814.7123536716
7360,4272,-10992,10514,-5374,11792.9660391269,11807.7970849774
7380,4269,-11005,10324,-5718,11803.9987292443,11801.7159769247
7400,4281,-11000,10148,-6051,11803.6842129905,11815.0964871219
7420,4270,-10993,9944,-6360,11793.1738306531,11803.9288374676
7440,4270,-11006,9726,-6687,11805.2927113223,11803.009997454
7460,4281,-10998,9520,-6996,11801.8204104282,11814.1616714856
7480,4269,-10994,9282,-7287,11793.743977211,11800.6734129879
7500,4272,-11007,9039,-7594,11806.9485050118,11805.6070153127
7520,4280,-10997,8803,-7876,11800.5257933704,11812.0355993368
7540,4267,-10995,8534,-8147,11793.9524333448,11798.4221402694
7560,4273,-11007,8268,-8430,11807.3103626525,11807.8246938206
7580,4280,-10995,8003,-8683,11798.6620004134,11808.5773063481
7600,4267,-10997,7708,-8931,11795.8169704349,11797.2888834681
7620,4275,-11006,7420,-9186,11807.1021423548,11808.4290233714
7640,4278,-10994,7129,-9409,11797.004704585,11804.7415050055
7660,4266,-10998,6809,-9633,11796.3875826458,11796.4897321195
7680,4276,-11006,6504,-9856,11807.4642493636,11808.5880612375
7700,4277,-10993,6187,-10047,11795.7101524241,11799.202430673
7720,4266,-11000,5849,-10245,11798.2522434469,11797.0685341741
7740,4278,-11005,5527,-10434,11807.2566246355,11807.4588714084
7760,4276,-10992,5188,-10593,11794.4156277452,11795.2105958308
7780,4266,-11001,4834,-10762,11799.1845904706,11797.8048805699
7800,4279,-11004,4498,-10915,11806.6869612097,11805.4745351468
7820,4274,-10992,4140,-11041,11793.6906861254,11791.6615029435
7840,4266,-11003,3776,-11179,11801.0493177514,11799.5007097758
7860,4280,-11002,3428,-11293,11805.1854708005,11801.8232913394
7880,4272,-10992,3054,-11387,11792.9660391269,11789.431071939
7900,4267,-11004,2682,-11491,11802.3431995515,11799.8391938195
7920,4280,-11001,2324,-11567,11804.253513035,11798.1551523956
7940,4271,-10992,1940,-11627,11792.6038261276,11787.7363815111
7960,4268,-11005,1565,-11697,11803.6371089593,11801.2301901115
7980,4280,-11000,1199,-11733,11803.3215664066,11794.1040354916
8000,4269,-10993,808,-11760,11792.8117936309,11787.72514101
8020,4269,-11006,433,-11792,11804.9310459655,11799.9471608986
8040,4280,-10998,61,-11789,11801.4577065717,11789.1578155524
8060,4268,-10994,-331,-11784,11793.3820424847,11788.647802017
8080,4271,-11006,-703,-11778,11805.6544503047,11798.9615221002
8100,4280,-10997,-1077,-11737,11800.5257933704,11786.3097702377
8120,4267,-10995,-1466,-11699,11793.9524333448,11790.4943492629
8140,4272,-11007,-1832,-11653,11806.9485050118,11796.1278816398
8160,4279,-10995,-2206,-11575,11798.2992842189,11783.3382791126
8180,4266,-10996,-2587,-11505,11794.5229661907,11792.2683992521
8200,4274,-11006,-2945,-11420,11806.7401089378,11793.6179775334
8220,4278,-10994,-3314,-11307,11797.004704585,11782.6501687863
8240,4266,-10997,-3684,-11204,11795.4552688737,11794.128708811
8260,4275,-11006,-4030,-11080,11807.1021423548,11790.1357074463
8280,4277,-10993,-4392,-10934,11795.7101524241,11783.1243734419
8300,4266,-10999,-4745,-10798,11797.3199075044,11794.5677750395
8320,4276,-11005,-5079,-10636,11806.5321326798,11786.464143245
8340,4275,-10993,-5429,-10460,11794.9851208045,11784.9752227147
8360,4266,-11000,-5763,-10292,11798.2522434469,11795.6531400343
8380,4277,-11004,-6081,-10094,11805.9622648897,11784.2011608764
8400,4274,-10992,-6415,-9889,11793.6906861254,11787.4741144997
8420,4266,-11002,-6726,-9689,11800.116948573,11794.7359868714
8440,4278,-11003,-7028,-9458,11805.3925390052,11783.3165110677
8460,4273,-10992,-7341,-9227,11793.3283257951,11791.0054702727
8480,4267,-11003,-7627,-8996,11801.4108478605,11794.0300576181
8500,4279,-11002,-7910,-8734,11804.8229550468,11783.4993104765
8520,4271,-10993,-8199,-8478,11793.5359413536,11794.0699082208
8540,4268,-11004,-8458,-8218,11802.704774754,11792.9338164852
8560,4279,-11000,-8718,-7929,11802.958993405,11784.4204354733
8580,4270,-10993,-8980,-7652,11793.1738306531,11798.0296660078
8600,4269,-11005,-9210,-7363,11803.9987292443,11791.432016511
8620,4279,-10998,-9446,-7051,11801.0950763054,11787.4304663909
8640,4268,-10994,-9676,-6753,11793.3820424847,11799.4908788473
8660,4271,-11005,-9877,-6439,11804.7221907167,11790.4982931172
8680,4279,-10997,-10086,-6108,11800.1631344656,11791.3129039984
8700,4267,-10995,-10282,-5792,11793.9524333448,11801.1350301571
